transaction_id,date,store,category,unit_price,quantity,customer_age,payment_method,returns
TXN119718,2024-05-08,Store_B_Abuja,Electronics,43981.63,7,48.0,cash,Sales
TXN120032,2024-05-15,Store_E_Ibadan,Groceries,2552.21,8,68.0,card,Sales
TXN118343,2024-04-04,Store_C_PortHarcourt,Electronics,46506.28,14,46.0,card,Sales
TXN115883,2024-02-03,Store_D_Kano,Home_Goods,16470.7,13,33.0,cash,Sales
TXN106535,2023-06-15,Store_A_Lagos,Groceries,2508.33,4,63.0,transfer,Sales
TXN102520,2023-03-06,Store_C_PortHarcourt,Home_Goods,13069.01,13,49.0,transfer,Sales
TXN112461,2023-11-12,Store_B_Abuja,Home_Goods,16996.89,13,23.0,transfer,Sales
TXN128343,2024-12-06,Store_D_Kano,Electronics,68553.58,4,39.0,card,Sales
TXN126502,2024-10-21,Store_E_Ibadan,Electronics,42075.39,14,23.0,card,Sales
TXN120217,2024-05-20,Store_D_Kano,Groceries,2799.48,7,37.0,cash,Sales
TXN117290,2024-03-08,Store_C_PortHarcourt,Groceries,2478.75,11,41.0,card,Sales
TXN102812,2023-03-13,Store_B_Abuja,Beauty,4737.79,2,26.0,card,Sales
TXN100986,2023-01-27,Store_C_PortHarcourt,Electronics,40503.57,6,36.0,cash,Sales
TXN118944,2024-04-18,Store_B_Abuja,Electronics,39881.75,14,69.0,transfer,Sales
TXN101186,2023-02-01,Store_A_Lagos,Apparel,9099.48,13,19.0,transfer,Sales
TXN102683,2023-03-10,Store_C_PortHarcourt,Home_Goods,10791.81,6,38.0,transfer,Sales
TXN112758,2023-11-19,Store_C_PortHarcourt,Home_Goods,17459.68,11,43.0,cash,Sales
TXN105932,2023-05-31,Store_C_PortHarcourt,Apparel,8108.83,11,44.0,transfer,Sales
TXN111556,2023-10-20,Store_D_Kano,Groceries,2718.97,4,20.0,cash,Sales
TXN110474,2023-09-23,Store_D_Kano,Groceries,3493.89,6,29.0,cash,Sales
TXN120561,2024-05-29,Store_B_Abuja,Groceries,2717.52,13,41.0,cash,Sales
TXN102833,2023-03-13,Store_D_Kano,Groceries,2494.39,2,48.0,transfer,Sales
TXN121369,2024-06-18,Store_A_Lagos,Apparel,8141.01,7,42.0,card,Sales
TXN122523,2024-07-18,Store_C_PortHarcourt,Apparel,7433.38,-6,58.0,card,Return
TXN106995,2023-06-26,Store_B_Abuja,Groceries,2762.34,12,49.0,cash,Sales
TXN124733,2024-09-09,Store_A_Lagos,Electronics,40121.67,14,60.0,card,Sales
TXN119939,2024-05-13,Store_E_Ibadan,Apparel,8981.8,12,30.0,cash,Sales
TXN121144,2024-06-13,Store_A_Lagos,Home_Goods,13181.07,7,28.0,card,Sales
TXN117507,2024-03-14,Store_D_Kano,Beauty,3913.34,14,34.0,card,Sales
TXN123929,2024-08-20,Store_D_Kano,Beauty,4770.63,8,56.0,cash,Sales
TXN113396,2023-12-04,Store_B_Abuja,Electronics,59210.51,2,55.0,transfer,Sales
TXN100414,2023-01-11,Store_E_Ibadan,Apparel,7305.59,13,35.0,cash,Sales
TXN107189,2023-06-30,Store_E_Ibadan,Apparel,9173.81,6,43.0,cash,Sales
TXN127416,2024-11-14,Store_B_Abuja,Home_Goods,13897.33,12,28.0,cash,Sales
TXN102828,2023-03-13,Store_D_Kano,Apparel,7336.47,3,59.0,transfer,Sales
TXN128214,2024-12-03,Store_B_Abuja,Beauty,6409.38,12,63.0,card,Sales
TXN100207,2023-01-06,Store_E_Ibadan,Home_Goods,11731.57,1,37.0,card,Sales
TXN113764,2023-12-13,Store_D_Kano,Electronics,62438.52,6,58.0,cash,Sales
TXN121032,2024-06-10,Store_B_Abuja,Apparel,8862.13,12,33.0,card,Sales
TXN120544,2024-05-28,Store_E_Ibadan,Apparel,7467.82,10,42.0,card,Sales
TXN113660,2023-12-10,Store_D_Kano,Groceries,4141.84,7,66.0,card,Sales
TXN118668,2024-04-11,Store_D_Kano,Electronics,48192.92,4,36.0,transfer,Sales
TXN125550,2024-09-28,Store_D_Kano,Electronics,61152.19,3,44.0,cash,Sales
TXN121048,2024-06-10,Store_D_Kano,Apparel,8531.23,4,58.0,cash,Sales
TXN128073,2024-11-29,Store_C_PortHarcourt,Electronics,55924.11,11,55.0,card,Sales
TXN129215,2024-12-28,Store_B_Abuja,Apparel,14626.87,14,26.0,cash,Sales
TXN118985,2024-04-19,Store_C_PortHarcourt,Groceries,2451.85,5,39.0,transfer,Sales
TXN119941,2024-05-13,Store_E_Ibadan,Beauty,4690.1,12,49.0,cash,Sales
TXN123739,2024-08-16,Store_C_PortHarcourt,Groceries,2792.96,10,35.0,card,Sales
TXN123907,2024-08-20,Store_B_Abuja,Home_Goods,12323.0,3,69.0,cash,Sales
TXN126028,2024-10-09,Store_D_Kano,Apparel,8922.34,11,36.0,transfer,Sales
TXN122164,2024-07-09,Store_A_Lagos,Beauty,5044.7,10,39.0,cash,Sales
TXN104666,2023-04-28,Store_C_PortHarcourt,Electronics,50510.08,4,28.0,transfer,Sales
TXN127131,2024-11-06,Store_E_Ibadan,Home_Goods,15603.17,11,20.0,cash,Sales
TXN121694,2024-06-26,Store_E_Ibadan,Apparel,8828.84,5,21.0,card,Sales
TXN108584,2023-08-05,Store_E_Ibadan,Home_Goods,15040.44,2,43.0,cash,Sales
TXN116166,2024-02-10,Store_D_Kano,Groceries,2823.41,14,61.0,card,Sales
TXN120489,2024-05-27,Store_B_Abuja,Groceries,2681.39,7,50.0,transfer,Sales
TXN123124,2024-08-01,Store_D_Kano,Home_Goods,10696.06,10,44.0,card,Sales
TXN101609,2023-02-12,Store_B_Abuja,Home_Goods,14621.3,2,54.0,card,Sales
TXN129013,2024-12-23,Store_C_PortHarcourt,Beauty,5843.94,12,41.0,card,Sales
TXN120596,2024-05-30,Store_A_Lagos,Home_Goods,12686.19,8,57.0,card,Sales
TXN106729,2023-06-20,Store_A_Lagos,Beauty,4021.44,8,61.0,transfer,Sales
TXN113158,2023-11-28,Store_B_Abuja,Groceries,2816.98,3,21.0,cash,Sales
TXN118482,2024-04-07,Store_C_PortHarcourt,Beauty,5267.5,6,37.0,cash,Sales
TXN108544,2023-08-05,Store_A_Lagos,Beauty,6711.28,4,45.0,transfer,Sales
TXN128080,2024-11-29,Store_D_Kano,Electronics,55004.14,4,48.0,transfer,Sales
TXN119038,2024-04-20,Store_C_PortHarcourt,Beauty,6405.72,7,22.0,card,Sales
TXN108482,2023-08-03,Store_B_Abuja,Electronics,45120.75,4,28.0,card,Sales
TXN122564,2024-07-19,Store_B_Abuja,Groceries,2668.04,6,36.0,card,Sales
TXN126706,2024-10-27,Store_B_Abuja,Electronics,51261.02,9,23.0,transfer,Sales
TXN115330,2024-01-21,Store_E_Ibadan,Beauty,5865.34,5,52.0,card,Sales
TXN110140,2023-09-15,Store_A_Lagos,Groceries,2246.32,14,22.0,transfer,Sales
TXN116968,2024-02-29,Store_C_PortHarcourt,Home_Goods,12072.64,11,18.0,card,Sales
TXN124702,2024-09-08,Store_C_PortHarcourt,Electronics,54611.1,3,46.0,card,Sales
TXN118776,2024-04-14,Store_A_Lagos,Electronics,57162.29,5,57.0,cash,Sales
TXN101761,2023-02-16,Store_A_Lagos,Beauty,4341.83,12,46.0,card,Sales
TXN101472,2023-02-08,Store_D_Kano,Home_Goods,10964.23,12,18.0,cash,Sales
TXN113229,2023-11-29,Store_E_Ibadan,Beauty,4424.52,5,40.0,cash,Sales
TXN103350,2023-03-26,Store_B_Abuja,Groceries,3424.07,12,65.0,cash,Sales
TXN120610,2024-05-30,Store_B_Abuja,Groceries,2526.73,11,27.0,cash,Sales
TXN122556,2024-07-19,Store_A_Lagos,Groceries,2729.76,6,29.0,cash,Sales
TXN119399,2024-04-29,Store_E_Ibadan,Home_Goods,12236.21,1,21.0,cash,Sales
TXN114829,2024-01-09,Store_A_Lagos,Electronics,42371.37,7,43.0,cash,Sales
TXN105652,2023-05-23,Store_E_Ibadan,Apparel,8171.48,1,61.0,card,Sales
TXN105480,2023-05-19,Store_B_Abuja,Electronics,46486.07,9,41.0,card,Sales
TXN110822,2023-10-02,Store_B_Abuja,Home_Goods,11732.44,12,25.0,card,Sales
TXN116726,2024-02-24,Store_A_Lagos,Beauty,5407.12,1,39.0,cash,Sales
TXN101809,2023-02-17,Store_B_Abuja,Electronics,50758.9,3,51.0,transfer,Sales
TXN109993,2023-09-11,Store_E_Ibadan,Groceries,2439.04,-6,23.0,card,Return
TXN110354,2023-09-20,Store_D_Kano,Home_Goods,10913.32,11,39.0,cash,Sales
TXN113672,2023-12-11,Store_A_Lagos,Groceries,3053.97,8,57.0,cash,Sales
TXN109952,2023-09-10,Store_D_Kano,Apparel,11738.35,9,44.0,card,Sales
TXN100385,2023-01-11,Store_A_Lagos,Apparel,8433.1,2,63.0,transfer,Sales
TXN114985,2024-01-12,Store_E_Ibadan,Electronics,49296.08,9,57.0,cash,Sales
TXN104162,2023-04-15,Store_C_PortHarcourt,Beauty,5084.6,5,31.0,cash,Sales
TXN121522,2024-06-21,Store_D_Kano,Groceries,2837.81,5,35.0,cash,Sales
TXN108984,2023-08-16,Store_A_Lagos,Beauty,4299.15,6,26.0,card,Sales
TXN116487,2024-02-18,Store_C_PortHarcourt,Apparel,9471.5,4,48.0,cash,Sales
TXN105646,2023-05-23,Store_E_Ibadan,Home_Goods,11192.78,7,35.0,cash,Sales
TXN118417,2024-04-06,Store_A_Lagos,Apparel,11307.69,2,68.0,card,Sales
TXN128531,2024-12-11,Store_B_Abuja,Apparel,12505.29,10,28.0,cash,Sales
TXN126752,2024-10-28,Store_B_Abuja,Electronics,43892.84,14,26.0,cash,Sales
TXN125982,2024-10-08,Store_C_PortHarcourt,Apparel,9024.89,1,41.0,cash,Sales
TXN124532,2024-09-04,Store_A_Lagos,Groceries,2345.14,10,50.0,card,Sales
TXN124777,2024-09-10,Store_A_Lagos,Apparel,8817.86,2,26.0,cash,Sales
TXN113196,2023-11-29,Store_B_Abuja,Electronics,50431.83,9,27.0,cash,Sales
TXN115247,2024-01-19,Store_E_Ibadan,Groceries,2407.28,14,26.0,card,Sales
TXN115598,2024-01-27,Store_E_Ibadan,Apparel,11650.21,14,68.0,cash,Sales
TXN119361,2024-04-28,Store_D_Kano,Home_Goods,15788.04,3,69.0,cash,Sales
TXN104003,2023-04-11,Store_B_Abuja,Groceries,2669.77,1,21.0,transfer,Sales
TXN119934,2024-05-13,Store_D_Kano,Home_Goods,12929.93,1,35.0,cash,Sales
TXN116049,2024-02-07,Store_E_Ibadan,Beauty,4512.74,2,25.0,transfer,Sales
TXN112044,2023-11-01,Store_C_PortHarcourt,Apparel,10396.44,12,55.0,cash,Sales
TXN114739,2024-01-07,Store_A_Lagos,Beauty,5729.73,8,46.0,cash,Sales
TXN121731,2024-06-27,Store_D_Kano,Apparel,7098.34,9,36.0,card,Sales
TXN101198,2023-02-01,Store_B_Abuja,Beauty,4438.44,10,20.0,cash,Sales
TXN122185,2024-07-09,Store_D_Kano,Beauty,3934.28,10,40.0,transfer,Sales
TXN128000,2024-11-27,Store_E_Ibadan,Apparel,10118.59,13,22.0,transfer,Sales
TXN123484,2024-08-10,Store_C_PortHarcourt,Electronics,59049.24,10,54.0,cash,Sales
TXN103309,2023-03-25,Store_B_Abuja,Groceries,2988.96,11,38.0,card,Sales
TXN103121,2023-03-20,Store_C_PortHarcourt,Electronics,40738.47,5,32.0,card,Sales
TXN121191,2024-06-14,Store_A_Lagos,Home_Goods,11004.68,7,42.0,cash,Sales
TXN125839,2024-10-05,Store_B_Abuja,Home_Goods,13340.62,11,46.0,card,Sales
TXN128399,2024-12-08,Store_A_Lagos,Apparel,14615.55,11,23.0,transfer,Sales
TXN120417,2024-05-25,Store_C_PortHarcourt,Groceries,3497.48,11,64.0,cash,Sales
TXN121370,2024-06-18,Store_B_Abuja,Home_Goods,12250.25,12,30.0,card,Sales
TXN127855,2024-11-24,Store_E_Ibadan,Home_Goods,18235.52,12,37.0,card,Sales
TXN114901,2024-01-10,Store_D_Kano,Home_Goods,13236.22,4,24.0,card,Sales
TXN116460,2024-02-17,Store_E_Ibadan,Home_Goods,15250.47,4,47.0,card,Sales
TXN111012,2023-10-07,Store_C_PortHarcourt,Groceries,2788.28,8,19.0,card,Sales
TXN105030,2023-05-07,Store_E_Ibadan,Beauty,5257.46,12,69.0,card,Sales
TXN110836,2023-10-02,Store_C_PortHarcourt,Beauty,3887.21,14,69.0,transfer,Sales
TXN123210,2024-08-03,Store_D_Kano,Electronics,55401.92,3,33.0,cash,Sales
TXN126972,2024-11-03,Store_A_Lagos,Electronics,73429.9,-13,20.0,transfer,Return
TXN103531,2023-03-31,Store_A_Lagos,Electronics,51060.63,10,58.0,card,Sales
TXN119130,2024-04-23,Store_A_Lagos,Beauty,4100.1,7,55.0,card,Sales
TXN120931,2024-06-07,Store_D_Kano,Home_Goods,10355.41,6,62.0,transfer,Sales
TXN102196,2023-02-26,Store_C_PortHarcourt,Apparel,9737.68,4,51.0,cash,Sales
TXN126042,2024-10-10,Store_A_Lagos,Home_Goods,11716.48,9,45.0,cash,Sales
TXN117530,2024-03-15,Store_B_Abuja,Apparel,8795.2,1,43.0,card,Sales
TXN114898,2024-01-10,Store_D_Kano,Apparel,7203.69,7,47.0,cash,Sales
TXN126785,2024-10-29,Store_A_Lagos,Beauty,3938.42,9,25.0,card,Sales
TXN111653,2023-10-22,Store_E_Ibadan,Electronics,57006.58,2,40.0,cash,Sales
TXN120285,2024-05-22,Store_B_Abuja,Home_Goods,10232.44,2,36.0,transfer,Sales
TXN113298,2023-12-01,Store_D_Kano,Home_Goods,16066.43,5,51.0,card,Sales
TXN124587,2024-09-05,Store_C_PortHarcourt,Electronics,40794.81,11,40.0,card,Sales
TXN110082,2023-09-13,Store_E_Ibadan,Electronics,42279.19,4,30.0,cash,Sales
TXN126368,2024-10-19,Store_A_Lagos,Home_Goods,13915.48,13,61.0,card,Sales
TXN106902,2023-06-24,Store_B_Abuja,Beauty,5371.83,12,59.0,cash,Sales
TXN126461,2024-10-21,Store_A_Lagos,Home_Goods,12131.03,12,64.0,card,Sales
TXN119436,2024-04-30,Store_D_Kano,Beauty,3947.66,2,31.0,card,Sales
TXN110422,2023-09-22,Store_C_PortHarcourt,Electronics,43206.92,13,62.0,cash,Sales
TXN110193,2023-09-16,Store_B_Abuja,Home_Goods,17163.38,10,66.0,transfer,Sales
TXN127367,2024-11-13,Store_A_Lagos,Beauty,5245.71,6,51.0,cash,Sales
TXN111425,2023-10-17,Store_C_PortHarcourt,Beauty,4405.64,10,65.0,cash,Sales
TXN110316,2023-09-19,Store_E_Ibadan,Beauty,4998.52,9,46.0,card,Sales
TXN100359,2023-01-10,Store_C_PortHarcourt,Groceries,2824.02,13,39.0,cash,Sales
TXN121031,2024-06-10,Store_B_Abuja,Electronics,41877.45,8,39.0,cash,Sales
TXN121780,2024-06-28,Store_E_Ibadan,Groceries,2537.32,3,61.0,cash,Sales
TXN101570,2023-02-11,Store_C_PortHarcourt,Groceries,3350.63,2,54.0,card,Sales
TXN117026,2024-03-01,Store_D_Kano,Electronics,49328.33,3,36.0,card,Sales
TXN118149,2024-03-30,Store_C_PortHarcourt,Apparel,10983.57,4,56.0,transfer,Sales
TXN124601,2024-09-05,Store_E_Ibadan,Electronics,44433.09,1,33.0,card,Sales
TXN104718,2023-04-29,Store_C_PortHarcourt,Groceries,3371.29,14,32.0,cash,Sales
TXN128774,2024-12-17,Store_C_PortHarcourt,Electronics,68206.76,13,41.0,card,Sales
TXN119422,2024-04-30,Store_B_Abuja,Electronics,42893.69,12,54.0,transfer,Sales
TXN105751,2023-05-26,Store_D_Kano,Electronics,44256.66,1,53.0,card,Sales
TXN122443,2024-07-16,Store_C_PortHarcourt,Groceries,2302.9,11,27.0,transfer,Sales
TXN116648,2024-02-22,Store_B_Abuja,Beauty,5145.39,14,25.0,cash,Sales
TXN109279,2023-08-23,Store_D_Kano,Groceries,2423.98,1,42.0,cash,Sales
TXN108471,2023-08-02,Store_E_Ibadan,Groceries,2815.79,10,45.0,card,Sales
TXN125079,2024-09-16,Store_E_Ibadan,Beauty,4794.78,4,37.0,card,Sales
TXN119394,2024-04-29,Store_D_Kano,Apparel,8634.92,11,52.0,card,Sales
TXN112413,2023-11-11,Store_A_Lagos,Home_Goods,17962.6,10,21.0,cash,Sales
TXN108704,2023-08-08,Store_D_Kano,Beauty,4129.29,13,64.0,cash,Sales
TXN125829,2024-10-05,Store_A_Lagos,Groceries,3045.61,6,29.0,transfer,Sales
TXN124564,2024-09-04,Store_E_Ibadan,Electronics,40168.92,10,50.0,transfer,Sales
TXN107554,2023-07-09,Store_D_Kano,Groceries,3513.52,8,32.0,card,Sales
TXN104684,2023-04-28,Store_D_Kano,Apparel,8572.05,14,36.0,card,Sales
TXN127896,2024-11-25,Store_E_Ibadan,Home_Goods,11880.71,7,31.0,card,Sales
TXN117203,2024-03-06,Store_D_Kano,Home_Goods,12919.43,1,45.0,card,Sales
TXN107544,2023-07-09,Store_B_Abuja,Electronics,60756.63,5,47.0,card,Sales
TXN112844,2023-11-21,Store_B_Abuja,Electronics,52482.77,14,30.0,transfer,Sales
TXN112296,2023-11-08,Store_A_Lagos,Apparel,9513.01,6,25.0,cash,Sales
TXN125218,2024-09-20,Store_C_PortHarcourt,Apparel,7793.2,4,35.0,card,Sales
TXN116800,2024-02-25,Store_D_Kano,Beauty,5609.45,6,53.0,transfer,Sales
TXN100400,2023-01-11,Store_C_PortHarcourt,Beauty,4474.22,9,59.0,card,Sales
TXN103969,2023-04-10,Store_D_Kano,Home_Goods,12192.0,11,45.0,cash,Sales
TXN118388,2024-04-05,Store_C_PortHarcourt,Home_Goods,13523.52,10,20.0,transfer,Sales
TXN104417,2023-04-22,Store_C_PortHarcourt,Apparel,11908.58,7,21.0,transfer,Sales
TXN122650,2024-07-21,Store_B_Abuja,Home_Goods,13935.5,7,61.0,card,Sales
TXN110216,2023-09-16,Store_E_Ibadan,Beauty,6281.81,11,49.0,card,Sales
TXN123460,2024-08-09,Store_E_Ibadan,Apparel,6883.73,1,22.0,cash,Sales
TXN116651,2024-02-22,Store_B_Abuja,Home_Goods,10999.34,13,34.0,cash,Sales
TXN101556,2023-02-11,Store_A_Lagos,Electronics,50812.16,10,42.0,transfer,Sales
TXN118520,2024-04-08,Store_B_Abuja,Home_Goods,13603.12,7,28.0,cash,Sales
TXN116301,2024-02-14,Store_B_Abuja,Apparel,8392.87,11,42.0,card,Sales
TXN101583,2023-02-11,Store_D_Kano,Electronics,50329.27,12,43.0,cash,Sales
TXN103353,2023-03-26,Store_B_Abuja,Beauty,5985.27,3,53.0,transfer,Sales
TXN103242,2023-03-23,Store_D_Kano,Groceries,2872.92,4,26.0,card,Sales
TXN125763,2024-10-03,Store_D_Kano,Groceries,2767.18,12,48.0,card,Sales
TXN129176,2024-12-27,Store_C_PortHarcourt,Groceries,3922.23,4,59.0,transfer,Sales
TXN124622,2024-09-06,Store_C_PortHarcourt,Electronics,49419.89,13,23.0,cash,Sales
TXN125418,2024-09-25,Store_A_Lagos,Beauty,5050.56,9,61.0,transfer,Sales
TXN113623,2023-12-09,Store_D_Kano,Groceries,3922.11,2,66.0,transfer,Sales
TXN108848,2023-08-12,Store_B_Abuja,Beauty,5383.67,2,28.0,card,Sales
TXN120900,2024-06-07,Store_A_Lagos,Electronics,40577.64,10,24.0,card,Sales
TXN123825,2024-08-18,Store_B_Abuja,Home_Goods,16824.87,3,62.0,card,Sales
TXN118881,2024-04-16,Store_D_Kano,Electronics,41835.58,8,35.0,cash,Sales
TXN108830,2023-08-11,Store_E_Ibadan,Electronics,49143.42,11,24.0,cash,Sales
TXN119487,2024-05-02,Store_B_Abuja,Home_Goods,11824.0,11,43.0,transfer,Sales
TXN103855,2023-04-07,Store_E_Ibadan,Beauty,4221.68,3,51.0,cash,Sales
TXN124123,2024-08-25,Store_C_PortHarcourt,Beauty,5268.13,11,37.0,card,Sales
TXN109706,2023-09-03,Store_E_Ibadan,Home_Goods,16968.61,10,49.0,cash,Sales
TXN105600,2023-05-22,Store_C_PortHarcourt,Home_Goods,10576.94,13,49.0,transfer,Sales
TXN127547,2024-11-17,Store_D_Kano,Apparel,11247.99,5,68.0,card,Sales
TXN124246,2024-08-28,Store_C_PortHarcourt,Groceries,2357.23,14,29.0,cash,Sales
TXN108775,2023-08-10,Store_D_Kano,Electronics,39598.99,12,37.0,cash,Sales
TXN112419,2023-11-11,Store_B_Abuja,Home_Goods,20454.0,13,47.0,cash,Sales
TXN105391,2023-05-17,Store_A_Lagos,Electronics,44448.25,12,35.0,cash,Sales
TXN102920,2023-03-15,Store_E_Ibadan,Groceries,2183.71,14,69.0,cash,Sales
TXN104971,2023-05-05,Store_E_Ibadan,Electronics,46778.44,11,28.0,card,Sales
TXN120948,2024-06-07,Store_E_Ibadan,Apparel,7710.22,3,62.0,card,Sales
TXN108528,2023-08-04,Store_C_PortHarcourt,Home_Goods,11020.05,10,30.0,card,Sales
TXN111705,2023-10-24,Store_B_Abuja,Home_Goods,12734.21,2,20.0,card,Sales
TXN125336,2024-09-23,Store_A_Lagos,Apparel,7043.83,2,39.0,cash,Sales
TXN110267,2023-09-18,Store_D_Kano,Beauty,3959.08,4,20.0,cash,Sales
TXN109523,2023-08-30,Store_A_Lagos,Beauty,4318.44,2,43.0,card,Sales
TXN103420,2023-03-28,Store_A_Lagos,Beauty,4662.04,1,51.0,card,Sales
TXN103793,2023-04-06,Store_C_PortHarcourt,Electronics,49200.61,10,58.0,cash,Sales
TXN111497,2023-10-19,Store_C_PortHarcourt,Home_Goods,11813.4,3,60.0,card,Sales
TXN110331,2023-09-20,Store_B_Abuja,Apparel,9168.09,6,27.0,transfer,Sales
TXN112117,2023-11-03,Store_A_Lagos,Groceries,2447.49,2,32.0,card,Sales
TXN108713,2023-08-08,Store_D_Kano,Apparel,7804.44,12,33.0,cash,Sales
TXN117465,2024-03-13,Store_B_Abuja,Beauty,4245.94,7,64.0,transfer,Sales
TXN106791,2023-06-21,Store_C_PortHarcourt,Apparel,7872.55,1,48.0,card,Sales
TXN103991,2023-04-11,Store_A_Lagos,Apparel,8172.98,2,20.0,transfer,Sales
TXN100245,2023-01-07,Store_D_Kano,Home_Goods,17869.06,14,53.0,card,Sales
TXN112664,2023-11-17,Store_B_Abuja,Electronics,54390.73,7,59.0,cash,Sales
TXN121478,2024-06-20,Store_D_Kano,Beauty,4308.97,7,42.0,card,Sales
TXN122376,2024-07-15,Store_B_Abuja,Groceries,2267.89,9,20.0,transfer,Sales
TXN125676,2024-10-01,Store_E_Ibadan,Beauty,4512.17,14,19.0,transfer,Sales
TXN121555,2024-06-22,Store_D_Kano,Home_Goods,13350.03,9,18.0,transfer,Sales
TXN115275,2024-01-20,Store_C_PortHarcourt,Apparel,10280.01,8,50.0,transfer,Sales
TXN108357,2023-07-31,Store_A_Lagos,Apparel,7288.29,8,61.0,cash,Sales
TXN108610,2023-08-06,Store_C_PortHarcourt,Electronics,62815.19,10,67.0,cash,Sales
TXN118862,2024-04-16,Store_A_Lagos,Home_Goods,10321.08,7,20.0,card,Sales
TXN105594,2023-05-22,Store_B_Abuja,Home_Goods,11019.22,3,30.0,card,Sales
TXN121201,2024-06-14,Store_A_Lagos,Home_Goods,10633.93,13,51.0,card,Sales
TXN121153,2024-06-13,Store_A_Lagos,Apparel,8150.17,7,53.0,card,Sales
TXN112776,2023-11-19,Store_D_Kano,Groceries,3945.56,2,24.0,cash,Sales
TXN104548,2023-04-25,Store_B_Abuja,Electronics,50478.23,8,33.0,cash,Sales
TXN108891,2023-08-13,Store_B_Abuja,Beauty,5314.44,12,26.0,cash,Sales
TXN108516,2023-08-04,Store_B_Abuja,Apparel,8211.33,13,61.0,card,Sales
TXN107771,2023-07-15,Store_D_Kano,Apparel,9499.79,1,65.0,cash,Sales
TXN114528,2024-01-02,Store_A_Lagos,Groceries,2556.42,4,27.0,cash,Sales
TXN124367,2024-08-31,Store_A_Lagos,Home_Goods,17850.5,2,25.0,card,Sales
TXN106519,2023-06-14,Store_D_Kano,Groceries,2694.64,11,49.0,card,Sales
TXN124541,2024-09-04,Store_C_PortHarcourt,Home_Goods,10505.26,5,20.0,card,Sales
TXN125237,2024-09-20,Store_E_Ibadan,Home_Goods,11280.44,11,58.0,transfer,Sales
TXN124501,2024-09-03,Store_C_PortHarcourt,Beauty,4787.3,6,52.0,cash,Sales
TXN125008,2024-09-15,Store_B_Abuja,Groceries,3675.86,2,20.0,card,Sales
TXN123429,2024-08-08,Store_E_Ibadan,Electronics,45714.93,4,27.0,cash,Sales
TXN109462,2023-08-28,Store_C_PortHarcourt,Home_Goods,11200.75,4,26.0,cash,Sales
TXN101138,2023-01-30,Store_E_Ibadan,Beauty,4193.48,7,31.0,cash,Sales
TXN125799,2024-10-04,Store_C_PortHarcourt,Home_Goods,11615.26,7,68.0,card,Sales
TXN105335,2023-05-15,Store_D_Kano,Electronics,46282.61,2,24.0,cash,Sales
TXN118434,2024-04-06,Store_C_PortHarcourt,Groceries,2981.01,1,65.0,card,Sales
TXN127155,2024-11-07,Store_D_Kano,Groceries,2743.28,5,38.0,card,Sales
TXN115409,2024-01-23,Store_C_PortHarcourt,Beauty,4055.35,3,42.0,transfer,Sales
TXN123247,2024-08-04,Store_D_Kano,Beauty,5522.95,5,23.0,transfer,Sales
TXN109046,2023-08-17,Store_D_Kano,Beauty,4017.17,10,29.0,transfer,Sales
TXN112717,2023-11-18,Store_B_Abuja,Groceries,3752.2,10,67.0,cash,Sales
TXN110109,2023-09-14,Store_C_PortHarcourt,Beauty,4730.18,7,48.0,transfer,Sales
TXN124531,2024-09-04,Store_A_Lagos,Apparel,7854.11,11,46.0,card,Sales
TXN103223,2023-03-23,Store_A_Lagos,Electronics,38605.69,9,58.0,card,Sales
TXN119023,2024-04-20,Store_B_Abuja,Electronics,52424.68,3,63.0,cash,Sales
TXN123136,2024-08-02,Store_A_Lagos,Home_Goods,10899.12,9,24.0,cash,Sales
TXN110881,2023-10-03,Store_E_Ibadan,Apparel,7628.27,11,27.0,card,Sales
TXN107503,2023-07-08,Store_B_Abuja,Groceries,3409.24,6,48.0,cash,Sales
TXN109747,2023-09-04,Store_E_Ibadan,Home_Goods,12075.54,9,30.0,cash,Sales
TXN101431,2023-02-07,Store_C_PortHarcourt,Home_Goods,13308.54,2,41.0,cash,Sales
TXN116461,2024-02-17,Store_E_Ibadan,Groceries,3347.07,9,48.0,transfer,Sales
TXN111338,2023-10-15,Store_C_PortHarcourt,Beauty,5413.57,5,27.0,cash,Sales
TXN122906,2024-07-27,Store_D_Kano,Home_Goods,17892.63,2,34.0,cash,Sales
TXN119490,2024-05-02,Store_C_PortHarcourt,Groceries,2393.74,7,35.0,cash,Sales
TXN115446,2024-01-24,Store_B_Abuja,Beauty,5122.5,2,29.0,card,Sales
TXN107685,2023-07-13,Store_B_Abuja,Electronics,47870.61,5,26.0,card,Sales
TXN109240,2023-08-22,Store_D_Kano,Apparel,6953.15,5,65.0,cash,Sales
TXN114853,2024-01-09,Store_C_PortHarcourt,Electronics,40830.6,7,53.0,cash,Sales
TXN120663,2024-05-31,Store_C_PortHarcourt,Beauty,3925.19,3,55.0,transfer,Sales
TXN109043,2023-08-17,Store_C_PortHarcourt,Apparel,8127.91,3,33.0,cash,Sales
TXN116192,2024-02-11,Store_C_PortHarcourt,Home_Goods,14966.0,9,56.0,card,Sales
TXN107586,2023-07-10,Store_C_PortHarcourt,Home_Goods,12660.39,2,47.0,cash,Sales
TXN117004,2024-03-01,Store_B_Abuja,Home_Goods,12999.68,8,32.0,cash,Sales
TXN103580,2023-04-01,Store_B_Abuja,Groceries,3060.28,4,69.0,cash,Sales
