transaction_id,date,store,category,unit_price,quantity,customer_age,payment_method
TXN123984,2024-08-22,Store_B_Abuja,Apparel,"₦7,623.27",1,52.0,Transfer
TXN105040,2023-05-08,Store_A_Lagos,Groceries,2661.59,9,62.0,Card 
TXN108216,2023-07-27,Store_C_PortHarcourt,Beauty,4915.11,3,25.0,Card
TXN127013,2024-11-04,Store_A_Lagos,Home_Goods,15627.54,6,59.0,Cash
TXN106722,2023-06-19,Store_E_Ibadan,Apparel,8262.72,14,58.0,Transfer
TXN120310,2024-05-22,Store_E_Ibadan,Apparel,8752.07,14,34.0,Cash
TXN111924,2023-10-29,Store_B_Abuja,Groceries,"₦3,153.65",6,61.0,Transfer
TXN127876,25/11/2024,Store_C_PortHarcourt,Beauty,4524.5,14,50.0,Card
TXN101499,2023-02-09,Store_C_PortHarcourt,Apparel,"₦9,022.54",5,67.0,Transfer
TXN101005,2023-01-27,Store_E_Ibadan,Groceries,2156.49,6,29.0,Cash
TXN119348,2024-04-28,Store_C_PortHarcourt,Apparel,9045.4,13,64.0,CASH
TXN125120,2024-09-17,Store_E_Ibadan,Home_Goods,10608.55,6,63.0,Card 
TXN113832,2023-12-15,Store_A_Lagos,Groceries,,13,53.0,CASH
TXN106590,2023-06-16,Store_B_Abuja,Groceries,2369.14,11,56.0,Card 
TXN127005,2024-11-03,Store_E_Ibadan,Beauty,7551.9,9,27.0,Transfer
TXN114150,2023-12-23,Store_A_Lagos,Groceries,5188.53,1,35.0,Transfer
TXN125893,2024-10-06,Store_C_PortHarcourt,Beauty,5383.14,14,22.0,Cash
TXN122408,2024-07-15,Store_E_Ibadan,Beauty,4350.98,9,,Card
TXN129328,2024-12-31,Store_A_Lagos,Home_Goods,15461.22,11,49.0,Transfer
TXN116476,2024-02-18,Store_A_Lagos,Beauty,5355.13,10,48.0,Transfer
TXN113224,2023-11-29,Store_E_Ibadan,Beauty,5232.82,6,23.0,Card 
TXN116547,2024-02-19,Store_E_Ibadan,Groceries,2385.61,3,46.0,Cash
TXN129153,2024-12-26,Store_E_Ibadan,Home_Goods,15677.11,4,30.0,Transfer
TXN118758,2024-04-13,Store_D_Kano,Groceries,3143.31,2,,CASH
TXN106595,2023-06-16,Store_C_PortHarcourt,Electronics,47195.11,2,18.0,CASH
TXN116910,2024-02-28,Store_B_Abuja,Groceries,2349.8,7,46.0,Card
TXN122851,2024-07-26,Store_B_Abuja,Groceries,2231.52,3,39.0,Transfer
TXN119513,2024-05-03,Store_A_Lagos,Electronics,38873.96,10,,Card 
TXN106112,2023-06-04,Store_C_PortHarcourt,Electronics,51595.18,2,24.0,Card
TXN107352,2023-07-04,Store_C_PortHarcourt,Beauty,4501.92,11,64.0,Card
TXN105331,2023-05-15,Store_C_PortHarcourt,Home_Goods,11095.01,10,18.0,Card
TXN113873,2023-12-16,Store_C_PortHarcourt,Beauty,9225.12,5,66.0,Transfer
TXN100410,2023-01-11,Store_E_Ibadan,Home_Goods,12810.93,4,19.0,CASH
TXN110998,2023-10-07,Store_A_Lagos,Apparel,9444.39,12,25.0,Cash
TXN112980,2023-11-24,Store_D_Kano,Groceries,3011.98,6,38.0,Cash
TXN109704,2023-09-03,Store_D_Kano,Beauty,5627.06,14,53.0,Card
TXN103970,2023-04-10,Store_D_Kano,Beauty,4793.93,11,22.0,Card
TXN100334,2023-01-09,Store_E_Ibadan,Electronics,39030.88,7,66.0,Card 
TXN123048,2024-07-31,Store_A_Lagos,Home_Goods,12240.7,8,45.0,Card
TXN103441,2023-03-28,Store_C_PortHarcourt,Apparel,6892.24,7,40.0,Cash
TXN113022,2023-11-25,Store_C_PortHarcourt,Electronics,69423.82,13,45.0,Card
TXN119465,2024-05-01,Store_C_PortHarcourt,Home_Goods,10255.21,12,48.0,Transfer
TXN110278,2023-09-18,Store_E_Ibadan,Electronics,50189.36,1,36.0,Card
TXN105463,2023-05-18,Store_D_Kano,Groceries,2475.34,5,,Cash
TXN118128,2024-03-29,Store_E_Ibadan,Electronics,48255.56,8,47.0,Card 
TXN123996,2024-08-22,Store_C_PortHarcourt,Groceries,2805.28,14,34.0,Cash
TXN115118,2024-01-16,Store_C_PortHarcourt,Beauty,4758.39,3,41.0,Cash
TXN124437,2024-09-01,Store_E_Ibadan,Home_Goods,14905.0,13,39.0,Cash
TXN104892,2023-05-03,Store_D_Kano,Apparel,7608.63,3,59.0,Card 
TXN117560,2024-03-15,Store_D_Kano,Beauty,4830.65,13,58.0,Cash
TXN109814,2023-09-06,Store_D_Kano,Groceries,2160.65,5,31.0,Cash
TXN110635,2023-09-28,Store_A_Lagos,Beauty,4850.71,2,28.0,Transfer
TXN115754,2024-01-31,Store_C_PortHarcourt,Beauty,4678.21,6,22.0,Card 
TXN102699,2023-03-10,Store_E_Ibadan,Apparel,6887.65,12,50.0,Cash
TXN101858,2023-02-18,Store_D_Kano,Beauty,6512.18,8,,Card
TXN110988,2023-10-06,Store_D_Kano,Electronics,43425.68,11,29.0,Card 
TXN100841,2023-01-23,Store_C_PortHarcourt,Home_Goods,11135.66,1,64.0,Card
TXN118282,2024-04-02,Store_C_PortHarcourt,Groceries,2463.39,12,,CASH
TXN127946,2024-11-26,Store_D_Kano,Home_Goods,15293.18,5,44.0,Transfer
TXN103289,2023-03-24,Store_E_Ibadan,Home_Goods,11384.68,10,37.0,Transfer
TXN102946,2023-03-16,Store_D_Kano,Beauty,4421.91,3,65.0,Transfer
TXN120851,2024-06-05,Store_D_Kano,Home_Goods,13041.08,10,,Transfer
TXN120605,2024-05-30,Store_A_Lagos,Electronics,47833.51,5,48.0,Card
TXN119560,2024-05-04,Store_B_Abuja,Beauty,5193.79,4,40.0,CASH
TXN111130,2023-10-10,Store_B_Abuja,Beauty,4789.02,12,55.0,Card 
TXN118222,2024-04-01,Store_A_Lagos,Home_Goods,12743.02,4,30.0,Card 
TXN127633,2024-11-19,Store_D_Kano,Electronics,50219.15,6,55.0,Card
TXN128454,2024-12-09,Store_B_Abuja,Beauty,6772.0,14,41.0,Card 
TXN108085,2023-07-24,Store_B_Abuja,Home_Goods,12595.38,10,46.0,Card
TXN113248,2023-11-30,Store_B_Abuja,Home_Goods,12279.47,5,31.0,CASH
TXN115843,2024-02-02,Store_D_Kano,Apparel,8633.45,2,39.0,Transfer
TXN101281,2023-02-03,Store_B_Abuja,Electronics,44000.16,3,55.0,CASH
TXN117332,2024-03-09,Store_D_Kano,Groceries,3520.08,3,52.0,Transfer
TXN115403,2024-01-23,Store_B_Abuja,Groceries,2859.06,13,65.0,CASH
TXN110280,2023-09-18,Store_E_Ibadan,Beauty,4452.42,2,61.0,Card 
TXN108742,2023-08-09,Store_D_Kano,Electronics,47921.4,13,,Transfer
TXN118471,2024-04-07,Store_B_Abuja,Beauty,6145.79,8,57.0,Cash
TXN104949,2023-05-05,Store_B_Abuja,Home_Goods,13470.69,2,27.0,Card 
TXN127658,2024-11-20,Store_A_Lagos,Electronics,52207.43,12,29.0,Card
TXN124612,2024-09-06,Store_B_Abuja,Home_Goods,10317.46,6,50.0,Cash
TXN123732,2024-08-16,Store_C_PortHarcourt,Apparel,"₦7,826.51",4,34.0,Cash
TXN129283,2024-12-29,Store_E_Ibadan,Apparel,15590.73,9,57.0,Cash
TXN121109,2024-06-12,Store_B_Abuja,Electronics,42884.13,14,27.0,Card 
TXN106521,2023-06-14,Store_E_Ibadan,Beauty,4166.44,8,29.0,CASH
TXN113283,2023-12-01,Store_B_Abuja,Beauty,6308.01,1,47.0,Card 
TXN113145,2023-11-28,Store_A_Lagos,Home_Goods,15066.92,6,22.0,Card 
TXN109127,2023-08-19,Store_D_Kano,Beauty,,12,,Transfer
TXN116109,2024-02-09,Store_B_Abuja,Beauty,4898.72,14,24.0,Transfer
TXN126503,2024-10-22,Store_A_Lagos,Groceries,2147.25,10,59.0,Transfer
TXN115543,2024-01-26,Store_C_PortHarcourt,Groceries,2824.23,6,,Transfer
TXN126573,2024-10-24,Store_A_Lagos,Apparel,8440.26,2,,Card
TXN125349,2024-09-23,Store_C_PortHarcourt,Beauty,4549.07,12,65.0,CASH
TXN108165,26/07/2023,Store_B_Abuja,Groceries,2297.01,9,67.0,Card
TXN121185,2024-06-13,Store_E_Ibadan,Electronics,43883.11,14,44.0,Cash
TXN101367,2023-02-05,Store_E_Ibadan,Home_Goods,16539.4,14,30.0,CASH
TXN121859,2024-07-01,Store_A_Lagos,Beauty,4476.58,13,46.0,CASH
TXN112325,09/11/2023,Store_A_Lagos,Home_Goods,14442.01,5,47.0,Cash
TXN106682,2023-06-18,Store_E_Ibadan,Apparel,10547.67,4,,Cash
TXN125080,2024-09-16,Store_E_Ibadan,Beauty,4142.67,12,60.0,Card
TXN101635,12/02/2023,Store_E_Ibadan,Groceries,3681.31,9,34.0,Card 
TXN127451,2024-11-15,Store_A_Lagos,Beauty,5521.92,1,41.0,Card
TXN124719,2024-09-08,Store_D_Kano,Home_Goods,14836.33,8,18.0,CASH
TXN117340,2024-03-09,Store_E_Ibadan,Home_Goods,17198.6,8,41.0,Card
TXN103611,2023-04-01,Store_E_Ibadan,Apparel,10835.0,9,33.0,Transfer
TXN126197,2024-10-13,Store_E_Ibadan,Apparel,10774.99,13,29.0,Cash
TXN104918,2023-05-04,Store_C_PortHarcourt,Electronics,47736.44,6,60.0,Card 
TXN110203,2023-09-16,Store_D_Kano,Groceries,3395.34,2,66.0,Cash
TXN106537,2023-06-15,Store_B_Abuja,Home_Goods,11469.52,12,50.0,CASH
TXN100692,2023-01-19,Store_C_PortHarcourt,Home_Goods,11054.76,7,45.0,Transfer
TXN102786,2023-03-12,Store_E_Ibadan,Home_Goods,15692.05,2,23.0,CASH
TXN106221,07/06/2023,Store_B_Abuja,Home_Goods,"₦12,110.18",6,38.0,Card
TXN117813,2024-03-21,Store_D_Kano,Electronics,39156.91,10,61.0,Card
TXN126009,2024-10-09,Store_A_Lagos,Apparel,7999.11,13,69.0,CASH
TXN100469,2023-01-13,Store_B_Abuja,Home_Goods,12090.59,7,66.0,Transfer
TXN125903,2024-10-06,Store_D_Kano,Apparel,9579.27,12,32.0,Card 
TXN104302,2023-04-19,Store_B_Abuja,Home_Goods,13675.4,14,51.0,Transfer
TXN112851,2023-11-21,Store_D_Kano,Groceries,3112.22,8,31.0,Card
TXN118355,2024-04-04,Store_D_Kano,Beauty,4532.25,3,25.0,Cash
TXN103952,2023-04-10,Store_B_Abuja,Apparel,7211.1,12,61.0,Card
TXN124836,2024-09-11,Store_C_PortHarcourt,Groceries,2335.05,8,67.0,Cash
TXN113412,2023-12-04,Store_E_Ibadan,Groceries,3679.42,3,22.0,Transfer
TXN108332,2023-07-30,Store_B_Abuja,Apparel,,5,40.0,Card 
TXN115426,2024-01-23,Store_E_Ibadan,Home_Goods,13615.08,10,28.0,Cash
TXN106141,2023-06-05,Store_B_Abuja,Apparel,8904.89,3,44.0,Card 
TXN105619,2023-05-23,Store_A_Lagos,Groceries,2253.05,6,27.0,Cash
TXN114559,2024-01-02,Store_D_Kano,Beauty,4545.31,9,21.0,Transfer
TXN114279,2023-12-26,Store_B_Abuja,Home_Goods,17241.08,12,53.0,Card 
TXN128493,2024-12-10,Store_A_Lagos,Groceries,3637.49,9,39.0,Card
TXN109714,2023-09-03,Store_E_Ibadan,Groceries,3381.85,14,33.0,Cash
TXN109566,2023-08-30,Store_E_Ibadan,Groceries,2568.94,9,,Card
TXN114346,2023-12-28,Store_A_Lagos,Home_Goods,17580.51,6,58.0,CASH
TXN117568,2024-03-15,Store_E_Ibadan,Apparel,7448.86,3,40.0,Cash
TXN113726,2023-12-12,Store_E_Ibadan,Beauty,"₦5,732.40",1,47.0,Card
TXN100920,2023-01-25,Store_E_Ibadan,Groceries,2375.54,9,45.0,Cash
TXN124884,2024-09-12,Store_C_PortHarcourt,Apparel,8360.81,2,33.0,Card
TXN126178,2024-10-13,Store_B_Abuja,Groceries,3672.62,8,32.0,Card
TXN126859,2024-10-31,Store_A_Lagos,Apparel,8466.55,4,50.0,CASH
TXN112881,2023-11-22,Store_C_PortHarcourt,Home_Goods,"₦15,786.72",13,,CASH
TXN122383,2024-07-15,Store_C_PortHarcourt,Apparel,"₦7,617.41",2,,CASH
TXN108548,2023-08-05,Store_A_Lagos,Apparel,11407.29,13,,Transfer
TXN104054,2023-04-12,Store_E_Ibadan,Apparel,7005.17,11,42.0,CASH
TXN102987,2023-03-17,Store_C_PortHarcourt,Home_Goods,11730.68,12,61.0,Card
TXN103135,2023-03-20,Store_E_Ibadan,Electronics,48920.5,13,18.0,CASH
TXN102043,23/02/2023,Store_A_Lagos,Electronics,49153.98,5,28.0,CASH
TXN107491,2023-07-08,Store_A_Lagos,Apparel,11077.85,3,43.0,Transfer
TXN119442,2024-04-30,Store_E_Ibadan,Apparel,8902.84,13,24.0,Cash
TXN101492,2023-02-09,Store_B_Abuja,Electronics,47870.99,14,67.0,Transfer
TXN108938,2023-08-14,Store_C_PortHarcourt,Beauty,4495.8,3,47.0,Cash
TXN121149,2024-06-13,Store_A_Lagos,Apparel,6883.38,12,29.0,Card
TXN119924,2024-05-13,Store_C_PortHarcourt,Groceries,2733.85,9,24.0,Card
TXN119869,2024-05-12,Store_A_Lagos,Beauty,6119.85,11,28.0,Transfer
TXN102168,2023-02-25,Store_E_Ibadan,Beauty,4996.03,7,21.0,Cash
TXN103493,2023-03-29,Store_E_Ibadan,Home_Goods,11328.29,10,35.0,Card 
TXN126529,2024-10-22,Store_D_Kano,Beauty,4214.58,7,22.0,Card
TXN107646,2023-07-12,Store_B_Abuja,Apparel,"₦8,581.99",7,33.0,Card 
TXN125438,2024-09-25,Store_D_Kano,Groceries,2615.63,9,29.0,Card 
TXN109857,2023-09-08,Store_A_Lagos,Home_Goods,13295.27,6,57.0,Transfer
TXN123640,2024-08-14,Store_B_Abuja,Groceries,2175.04,4,41.0,Card 
TXN111265,2023-10-13,Store_D_Kano,Apparel,8025.48,6,65.0,CASH
TXN125719,2024-10-02,Store_E_Ibadan,Home_Goods,12048.1,2,46.0,Cash
TXN106944,2023-06-24,Store_E_Ibadan,Groceries,3267.24,11,33.0,Card 
TXN125806,2024-10-04,Store_C_PortHarcourt,Apparel,8021.71,5,64.0,CASH
TXN118770,2024-04-13,Store_E_Ibadan,Electronics,57654.62,9,54.0,Card 
TXN105448,2023-05-18,Store_C_PortHarcourt,Groceries,2327.61,12,,CASH
TXN126036,2024-10-09,Store_E_Ibadan,Electronics,41937.0,3,60.0,Transfer
TXN100519,2023-01-14,Store_D_Kano,Groceries,3519.81,12,30.0,Cash
TXN119163,2024-04-24,Store_A_Lagos,Electronics,"₦47,911.73",-14,59.0,Card 
TXN105608,2023-05-22,Store_E_Ibadan,Electronics,40350.13,13,23.0,Transfer
TXN123222,2024-08-03,Store_E_Ibadan,Electronics,65920.28,2,55.0,Card 
TXN108859,2023-08-12,Store_C_PortHarcourt,Apparel,11648.93,7,30.0,Transfer
TXN116066,2024-02-08,Store_B_Abuja,Apparel,7172.53,9,62.0,Transfer
TXN124379,2024-08-31,Store_C_PortHarcourt,Home_Goods,14245.11,1,54.0,Cash
TXN119726,2024-05-08,Store_C_PortHarcourt,Apparel,8031.53,6,,Transfer
TXN106390,2023-06-11,Store_B_Abuja,Groceries,3255.38,3,19.0,CASH
TXN109981,2023-09-11,Store_C_PortHarcourt,Beauty,4952.74,11,64.0,Card 
TXN119063,2024-04-21,Store_A_Lagos,Electronics,52817.24,7,59.0,Card
TXN107651,2023-07-12,Store_B_Abuja,Beauty,3902.94,6,68.0,Cash
TXN102830,2023-03-13,Store_D_Kano,Electronics,46689.47,12,44.0,CASH
TXN107199,2023-07-01,Store_A_Lagos,Beauty,6568.19,10,49.0,Card
TXN112362,2023-11-09,Store_E_Ibadan,Apparel,8126.12,3,56.0,Cash
TXN124918,2024-09-13,Store_B_Abuja,Beauty,4078.69,11,31.0,CASH
TXN114011,2023-12-19,Store_E_Ibadan,Beauty,6553.6,2,31.0,Card
TXN123387,2024-08-07,Store_D_Kano,Groceries,2672.13,9,59.0,CASH
TXN106339,2023-06-10,Store_A_Lagos,Groceries,3557.36,5,36.0,Transfer
TXN117310,2024-03-08,Store_E_Ibadan,Groceries,2183.92,5,59.0,Cash
TXN114799,08/01/2024,Store_B_Abuja,Home_Goods,13600.81,13,56.0,Card 
TXN115692,2024-01-30,Store_A_Lagos,Electronics,45226.99,14,20.0,Card
TXN107330,2023-07-03,Store_E_Ibadan,Beauty,4666.06,3,21.0,CASH
TXN116433,2024-02-17,Store_A_Lagos,Apparel,"₦10,137.34",13,34.0,CASH
TXN128331,2024-12-06,Store_C_PortHarcourt,Home_Goods,19074.62,8,23.0,Card 
TXN111048,2023-10-08,Store_C_PortHarcourt,Home_Goods,13740.42,-2,26.0,Card
TXN113107,2023-11-27,Store_B_Abuja,Electronics,49996.64,5,24.0,Card 
TXN110021,2023-09-12,Store_C_PortHarcourt,Apparel,7591.29,8,,Card
TXN128421,2024-12-08,Store_B_Abuja,Beauty,8013.0,6,22.0,Cash
TXN111436,2023-10-17,Store_E_Ibadan,Beauty,4854.46,6,,CASH
TXN123154,2024-08-02,Store_C_PortHarcourt,Apparel,7605.03,11,19.0,Cash
TXN101373,2023-02-05,Store_E_Ibadan,Electronics,55952.3,2,65.0,Transfer
TXN103103,2023-03-20,Store_A_Lagos,Home_Goods,13497.34,5,57.0,Cash
TXN126776,2024-10-28,Store_E_Ibadan,Apparel,7518.62,14,69.0,Card
TXN104736,2023-04-30,Store_A_Lagos,Beauty,6202.15,9,63.0,CASH
TXN113930,2023-12-17,Store_D_Kano,Home_Goods,23858.44,4,47.0,Transfer
TXN109010,2023-08-16,Store_D_Kano,Beauty,4571.19,12,20.0,Cash
TXN116245,2024-02-12,Store_E_Ibadan,Electronics,41203.73,6,64.0,CASH
TXN105990,2023-06-02,Store_A_Lagos,Electronics,51739.82,11,49.0,Transfer
TXN111820,2023-10-26,Store_E_Ibadan,Home_Goods,10972.59,11,39.0,Transfer
TXN124737,2024-09-09,Store_A_Lagos,Beauty,4802.07,2,,Card
TXN124597,2024-09-05,Store_D_Kano,Home_Goods,10930.37,7,26.0,CASH
TXN126006,2024-10-09,Store_A_Lagos,Beauty,4673.96,7,26.0,Card
TXN112102,2023-11-03,Store_A_Lagos,Beauty,5668.71,13,66.0,Card
TXN125045,2024-09-16,Store_A_Lagos,Apparel,7218.09,9,55.0,Transfer
TXN100732,2023-01-20,Store_E_Ibadan,Beauty,3921.81,14,28.0,Transfer
TXN124473,2024-09-02,Store_C_PortHarcourt,Beauty,3864.77,13,22.0,Transfer
TXN110792,2023-10-01,Store_D_Kano,Home_Goods,16235.99,6,,Transfer
TXN118555,2024-04-09,Store_B_Abuja,Home_Goods,10590.31,2,46.0,Cash
TXN108911,2023-08-13,Store_D_Kano,Electronics,55920.69,7,27.0,CASH
TXN105583,2023-05-21,Store_E_Ibadan,Home_Goods,15025.7,14,,Transfer
TXN129140,2024-12-26,Store_C_PortHarcourt,Groceries,3637.96,10,21.0,Card
TXN106045,2023-06-03,Store_A_Lagos,Apparel,8897.97,1,47.0,Transfer
TXN115924,2024-02-04,Store_D_Kano,Home_Goods,17519.92,11,39.0,Cash
TXN103139,2023-03-20,Store_E_Ibadan,Home_Goods,10501.84,13,35.0,Transfer
TXN110382,2023-09-21,Store_D_Kano,Electronics,48606.45,1,44.0,Transfer
TXN106870,2023-06-23,Store_B_Abuja,Beauty,"₦4,419.16",6,65.0,Cash
TXN103497,2023-03-30,Store_A_Lagos,Groceries,2464.42,2,58.0,Transfer
TXN120004,2024-05-15,Store_A_Lagos,Groceries,,7,63.0,Cash
TXN107715,2023-07-14,Store_A_Lagos,Groceries,2132.02,14,50.0,Cash
TXN114374,2023-12-28,Store_E_Ibadan,Beauty,6535.08,6,,Transfer
TXN113166,2023-11-28,Store_C_PortHarcourt,Home_Goods,12717.01,14,65.0,Transfer
TXN128565,2024-12-12,Store_A_Lagos,Electronics,66217.28,14,39.0,Cash
TXN111283,2023-10-14,Store_A_Lagos,Groceries,3172.14,1,19.0,Cash
TXN121229,2024-06-14,Store_E_Ibadan,Groceries,2199.36,3,36.0,CASH
TXN118225,2024-04-01,Store_A_Lagos,Apparel,8602.07,2,37.0,Transfer
TXN124599,2024-09-05,Store_D_Kano,Electronics,49295.22,3,41.0,Card
TXN108215,2023-07-27,Store_C_PortHarcourt,Beauty,4555.27,3,69.0,Card 
TXN119177,2024-04-24,Store_D_Kano,Groceries,2267.63,10,48.0,Card
TXN121890,2024-07-01,Store_D_Kano,Home_Goods,11018.74,5,,Cash
TXN102922,2023-03-16,Store_A_Lagos,Electronics,44582.31,2,22.0,CASH
TXN119750,2024-05-09,Store_A_Lagos,Groceries,"₦2,811.35",9,43.0,Card 
TXN119727,08/05/2024,Store_D_Kano,Electronics,45131.18,7,33.0,Card
TXN117348,10/03/2024,Store_B_Abuja,Home_Goods,16306.79,5,35.0,Card
TXN121273,15/06/2024,Store_E_Ibadan,Beauty,5185.41,12,62.0,Card
TXN110355,2023-09-20,Store_D_Kano,Electronics,45383.0,12,61.0,Card
TXN129260,2024-12-29,Store_C_PortHarcourt,Apparel,13633.55,7,52.0,Card 
TXN115682,29/01/2024,Store_E_Ibadan,Beauty,4819.27,13,69.0,Card
TXN106147,2023-06-05,Store_B_Abuja,Beauty,4676.93,8,50.0,Cash
TXN107670,2023-07-12,Store_E_Ibadan,Beauty,4944.26,10,57.0,Transfer
TXN109344,2023-08-25,Store_A_Lagos,Apparel,8457.63,9,52.0,Card 
TXN123513,2024-08-11,Store_B_Abuja,Electronics,58443.96,6,31.0,Card 
TXN122492,2024-07-17,Store_E_Ibadan,Apparel,6835.51,4,24.0,Cash
TXN103568,2023-04-01,Store_A_Lagos,Apparel,10627.74,10,40.0,Transfer
TXN129063,2024-12-24,Store_E_Ibadan,Home_Goods,,14,34.0,Card
TXN124181,2024-08-26,Store_E_Ibadan,Apparel,7735.79,1,39.0,Card 
TXN112681,2023-11-17,Store_D_Kano,Beauty,5608.1,10,35.0,Card
TXN120228,2024-05-20,Store_E_Ibadan,Beauty,5076.93,12,59.0,Transfer
TXN112253,2023-11-07,Store_A_Lagos,Electronics,47700.39,10,61.0,Card 
TXN126504,2024-10-22,Store_A_Lagos,Apparel,7524.39,12,58.0,Cash
TXN121290,2024-06-16,Store_B_Abuja,Electronics,58421.14,8,49.0,Card 
TXN102012,22/02/2023,Store_A_Lagos,Groceries,2557.7,5,21.0,Card 
TXN107245,2023-07-02,Store_A_Lagos,Apparel,10000.06,8,58.0,Cash
TXN127343,2024-11-12,Store_C_PortHarcourt,Apparel,8599.58,7,44.0,Cash
TXN115654,2024-01-29,Store_C_PortHarcourt,Electronics,42232.92,4,38.0,Card 
TXN107002,2023-06-26,Store_B_Abuja,Apparel,6826.53,2,38.0,CASH
TXN106962,2023-06-25,Store_B_Abuja,Electronics,55976.26,7,47.0,Card
TXN121709,2024-06-27,Store_B_Abuja,Apparel,7435.62,11,23.0,Transfer
TXN123566,2024-08-12,Store_C_PortHarcourt,Apparel,7669.7,1,48.0,Cash
TXN114473,2023-12-31,Store_C_PortHarcourt,Beauty,"₦7,027.32",13,18.0,Card
TXN104489,2023-04-24,Store_A_Lagos,Apparel,8367.82,9,49.0,CASH
TXN104675,2023-04-28,Store_D_Kano,Electronics,43143.25,4,,Transfer
TXN100701,2023-01-19,Store_E_Ibadan,Electronics,38745.74,12,50.0,Card
TXN128865,2024-12-19,Store_E_Ibadan,Groceries,3813.24,12,59.0,Transfer
TXN122643,2024-07-21,Store_A_Lagos,Home_Goods,17497.72,6,34.0,Cash
TXN116387,2024-02-16,Store_A_Lagos,Electronics,48193.44,8,,Card
TXN122732,2024-07-23,Store_C_PortHarcourt,Electronics,39843.37,13,61.0,CASH
TXN101180,2023-02-01,Store_A_Lagos,Beauty,3919.65,14,21.0,Card
TXN119031,2024-04-20,Store_B_Abuja,Apparel,10615.9,12,46.0,Transfer
TXN123238,2024-08-04,Store_B_Abuja,Beauty,6544.25,9,29.0,Transfer
TXN104459,2023-04-23,Store_C_PortHarcourt,Electronics,52377.89,2,26.0,Transfer
TXN120401,2024-05-25,Store_A_Lagos,Groceries,3685.93,5,44.0,Transfer
TXN105664,2023-05-24,Store_B_Abuja,Groceries,2232.37,3,40.0,Transfer
TXN121316,2024-06-16,Store_E_Ibadan,Apparel,11649.79,10,31.0,Card
TXN114975,12/01/2024,Store_D_Kano,Beauty,4293.19,4,57.0,Transfer
TXN100845,2023-01-23,Store_D_Kano,Electronics,51241.19,6,55.0,Card
TXN127018,2024-11-04,Store_B_Abuja,Electronics,45087.99,10,30.0,Card
TXN111711,2023-10-24,Store_C_PortHarcourt,Electronics,46698.75,14,50.0,Card 
TXN119264,2024-04-26,Store_D_Kano,Apparel,8786.42,-6,33.0,Card
TXN106291,2023-06-08,Store_D_Kano,Apparel,7125.53,1,39.0,Card
TXN124875,2024-09-12,Store_B_Abuja,Apparel,6836.62,8,21.0,Transfer
TXN106196,2023-06-06,Store_C_PortHarcourt,Apparel,7300.02,10,40.0,Cash
TXN115778,2024-02-01,Store_A_Lagos,Electronics,44977.48,8,63.0,Transfer
TXN102209,2023-02-26,Store_E_Ibadan,Home_Goods,17631.06,14,22.0,CASH
TXN123070,2024-07-31,Store_D_Kano,Home_Goods,12308.38,4,63.0,Transfer
TXN100562,2023-01-16,Store_A_Lagos,Home_Goods,13595.07,14,37.0,Card 
TXN126332,2024-10-18,Store_A_Lagos,Groceries,2517.25,6,29.0,Card 
TXN125337,2024-09-23,Store_A_Lagos,Groceries,2296.41,6,58.0,CASH
TXN111822,2023-10-26,Store_E_Ibadan,Groceries,2510.86,5,36.0,CASH
TXN128354,06/12/2024,Store_E_Ibadan,Apparel,11168.8,12,60.0,Cash
TXN116409,2024-02-16,Store_C_PortHarcourt,Home_Goods,13454.2,14,35.0,Card
TXN104160,2023-04-15,Store_C_PortHarcourt,Groceries,2900.66,12,62.0,Transfer
TXN124724,2024-09-08,Store_E_Ibadan,Groceries,2983.51,3,55.0,Transfer
TXN115509,2024-01-25,Store_D_Kano,Home_Goods,12842.1,9,53.0,Cash
TXN126932,2024-11-01,Store_E_Ibadan,Home_Goods,13079.96,7,,Transfer
TXN114964,12/01/2024,Store_B_Abuja,Groceries,2784.65,6,53.0,Transfer
TXN108660,2023-08-07,Store_C_PortHarcourt,Beauty,"₦4,657.58",9,26.0,Transfer
TXN111585,2023-10-21,Store_C_PortHarcourt,Electronics,62228.24,1,63.0,Cash
TXN120478,2024-05-27,Store_A_Lagos,Electronics,38760.8,13,57.0,Card
TXN128245,2024-12-04,Store_A_Lagos,Apparel,11839.65,14,49.0,Cash
TXN118695,12/04/2024,Store_A_Lagos,Home_Goods,11919.28,6,57.0,CASH
TXN116672,2024-02-22,Store_E_Ibadan,Beauty,4984.52,2,48.0,Transfer
TXN124027,2024-08-23,Store_B_Abuja,Electronics,39111.06,8,66.0,Card
TXN100136,2023-01-04,Store_E_Ibadan,Beauty,3975.12,3,62.0,CASH
TXN108466,2023-08-02,Store_D_Kano,Home_Goods,12454.52,4,32.0,Transfer
TXN109877,2023-09-08,Store_C_PortHarcourt,Home_Goods,10588.0,12,44.0,Cash
TXN106830,2023-06-22,Store_B_Abuja,Home_Goods,10696.08,3,40.0,Transfer
TXN106374,2023-06-11,Store_A_Lagos,Home_Goods,16834.04,3,58.0,Card
TXN100545,2023-01-15,Store_D_Kano,Electronics,50392.28,7,60.0,Card 
TXN110936,2023-10-05,Store_C_PortHarcourt,Groceries,2418.14,11,55.0,Card 
TXN115937,2024-02-05,Store_A_Lagos,Groceries,2340.44,12,24.0,CASH
TXN118214,31/03/2024,Store_E_Ibadan,Electronics,56792.42,12,55.0,CASH
